id,category,error_name,error_code,symptoms,probable_causes,step_1,step_2,step_3,verification,risk,sources
GPU-005,GPU_Display,Driver crash with code,Driver_Crash,Artifacts appear during video playback or games (Driver_Crash),Thermal throttling due to dust/poor cooling,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-006,GPU_Display,Video stuttering or frame drops,Stuttering,Artifacts appear during video playback or games (Stuttering),Outdated or corrupt GPU driver,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-007,GPU_Display,No display output after power on,No_Display_Output,No signal to monitor after GPU init (No display output after power on),Thermal throttling due to dust/poor cooling,Check power connectors; ensure PSU meets GPU requirements,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-008,GPU_Display,Low GPU performance after driver update,Low_Perf,No signal to monitor after GPU init (Low GPU performance after driver update),Outdated or corrupt GPU driver,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-009,GPU_Display,No display output after power on,No_Display_Output,Artifacts appear during video playback or games (No_Display_Output),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Rollback driver to previously stable version if recent update caused issues,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-010,GPU_Display,No display output after power on,No_Display_Output,Screen freezes and driver resets (No display output after power on),Faulty GPU hardware or BIOS incompatibility,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-011,GPU_Display,Video stuttering or frame drops,Stuttering,No signal to monitor after GPU init (Video stuttering or frame drops),Faulty GPU hardware or BIOS incompatibility,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-012,GPU_Display,No display output after power on,No_Display_Output,Artifacts appear during video playback or games (No_Display_Output),Outdated or corrupt GPU driver,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-013,GPU_Display,GPU driver timeout (TDR),VIDEO_TDR_FAILURE,No signal to monitor after GPU init (GPU driver timeout (TDR)),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-014,GPU_Display,VRAM read/write errors,VRAM_Error,Artifacts appear during video playback or games (VRAM_Error),Insufficient power or failing PSU,Rollback driver to previously stable version if recent update caused issues,Test with another GPU or onboard graphics to isolate hardware fault,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-015,GPU_Display,Driver crash with code,Driver_Crash,Screen freezes and driver resets (Driver crash with code),Outdated or corrupt GPU driver,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-016,GPU_Display,Low GPU performance after driver update,Low_Perf,Screen freezes and driver resets (Low GPU performance after driver update),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-017,GPU_Display,HDCP handshake failure on protected content,HDCP_Error,No signal to monitor after GPU init (HDCP handshake failure on protected content),Outdated or corrupt GPU driver,Check power connectors; ensure PSU meets GPU requirements,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-018,GPU_Display,HDCP handshake failure on protected content,HDCP_Error,No signal to monitor after GPU init (HDCP handshake failure on protected content),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-019,GPU_Display,No display output after power on,No_Display_Output,No signal to monitor after GPU init (No display output after power on),Thermal throttling due to dust/poor cooling,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Test with another GPU or onboard graphics to isolate hardware fault,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-020,GPU_Display,GPU overheating and throttling,Overheating_GPU,No signal to monitor after GPU init (GPU overheating and throttling),Thermal throttling due to dust/poor cooling,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-021,GPU_Display,Driver crash with code,Driver_Crash,No signal to monitor after GPU init (Driver crash with code),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Test with another GPU or onboard graphics to isolate hardware fault,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-022,GPU_Display,GPU overheating and throttling,Overheating_GPU,Artifacts appear during video playback or games (Overheating_GPU),Outdated or corrupt GPU driver,Rollback driver to previously stable version if recent update caused issues,Test with another GPU or onboard graphics to isolate hardware fault,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-023,GPU_Display,Visual artifacts or flickering,Artifacting,Artifacts appear during video playback or games (Artifacting),Outdated or corrupt GPU driver,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-024,GPU_Display,GPU overheating and throttling,Overheating_GPU,No signal to monitor after GPU init (GPU overheating and throttling),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-025,GPU_Display,Video stuttering or frame drops,Stuttering,No signal to monitor after GPU init (Video stuttering or frame drops),Thermal throttling due to dust/poor cooling,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-026,GPU_Display,VRAM read/write errors,VRAM_Error,Screen freezes and driver resets (VRAM read/write errors),Insufficient power or failing PSU,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-027,GPU_Display,GPU driver timeout (TDR),VIDEO_TDR_FAILURE,Screen freezes and driver resets (GPU driver timeout (TDR)),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Test with another GPU or onboard graphics to isolate hardware fault,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-028,GPU_Display,Visual artifacts or flickering,Artifacting,Screen freezes and driver resets (Visual artifacts or flickering),Insufficient power or failing PSU,Test with another GPU or onboard graphics to isolate hardware fault,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-029,GPU_Display,Driver crash with code,Driver_Crash,Artifacts appear during video playback or games (Driver_Crash),Thermal throttling due to dust/poor cooling,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-030,GPU_Display,VRAM read/write errors,VRAM_Error,Screen freezes and driver resets (VRAM read/write errors),Outdated or corrupt GPU driver,Check power connectors; ensure PSU meets GPU requirements,Test with another GPU or onboard graphics to isolate hardware fault,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-031,GPU_Display,Low GPU performance after driver update,Low_Perf,Artifacts appear during video playback or games (Low_Perf),Insufficient power or failing PSU,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-032,GPU_Display,VRAM read/write errors,VRAM_Error,No signal to monitor after GPU init (VRAM read/write errors),Outdated or corrupt GPU driver,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-033,GPU_Display,Video stuttering or frame drops,Stuttering,No signal to monitor after GPU init (Video stuttering or frame drops),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Test with another GPU or onboard graphics to isolate hardware fault,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-034,GPU_Display,Black screen on boot or during gaming,Black_Screen,Artifacts appear during video playback or games (Black_Screen),Insufficient power or failing PSU,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-035,GPU_Display,GPU driver timeout (TDR),VIDEO_TDR_FAILURE,No signal to monitor after GPU init (GPU driver timeout (TDR)),Thermal throttling due to dust/poor cooling,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-036,GPU_Display,Low GPU performance after driver update,Low_Perf,Artifacts appear during video playback or games (Low_Perf),Thermal throttling due to dust/poor cooling,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-037,GPU_Display,Visual artifacts or flickering,Artifacting,Screen freezes and driver resets (Visual artifacts or flickering),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-038,GPU_Display,Low GPU performance after driver update,Low_Perf,Screen freezes and driver resets (Low GPU performance after driver update),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-039,GPU_Display,VRAM read/write errors,VRAM_Error,Screen freezes and driver resets (VRAM read/write errors),Thermal throttling due to dust/poor cooling,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-040,GPU_Display,Black screen on boot or during gaming,Black_Screen,Artifacts appear during video playback or games (Black_Screen),Thermal throttling due to dust/poor cooling,Check power connectors; ensure PSU meets GPU requirements,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-041,GPU_Display,GPU overheating and throttling,Overheating_GPU,No signal to monitor after GPU init (GPU overheating and throttling),Outdated or corrupt GPU driver,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Rollback driver to previously stable version if recent update caused issues,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-042,GPU_Display,Driver crash with code,Driver_Crash,Screen freezes and driver resets (Driver crash with code),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-043,GPU_Display,No display output after power on,No_Display_Output,Artifacts appear during video playback or games (No_Display_Output),Faulty GPU hardware or BIOS incompatibility,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-044,GPU_Display,VRAM read/write errors,VRAM_Error,Screen freezes and driver resets (VRAM read/write errors),Faulty GPU hardware or BIOS incompatibility,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-045,GPU_Display,Black screen on boot or during gaming,Black_Screen,Screen freezes and driver resets (Black screen on boot or during gaming),Insufficient power or failing PSU,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-046,GPU_Display,Video stuttering or frame drops,Stuttering,Artifacts appear during video playback or games (Stuttering),Outdated or corrupt GPU driver,Check power connectors; ensure PSU meets GPU requirements,Test with another GPU or onboard graphics to isolate hardware fault,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-047,GPU_Display,HDCP handshake failure on protected content,HDCP_Error,Screen freezes and driver resets (HDCP handshake failure on protected content),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Test with another GPU or onboard graphics to isolate hardware fault,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-048,GPU_Display,GPU driver timeout (TDR),VIDEO_TDR_FAILURE,No signal to monitor after GPU init (GPU driver timeout (TDR)),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-049,GPU_Display,GPU driver timeout (TDR),VIDEO_TDR_FAILURE,No signal to monitor after GPU init (GPU driver timeout (TDR)),Insufficient power or failing PSU,Rollback driver to previously stable version if recent update caused issues,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-050,GPU_Display,No display output after power on,No_Display_Output,No signal to monitor after GPU init (No display output after power on),Outdated or corrupt GPU driver,Rollback driver to previously stable version if recent update caused issues,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-051,GPU_Display,GPU driver timeout (TDR),VIDEO_TDR_FAILURE,Artifacts appear during video playback or games (VIDEO_TDR_FAILURE),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-052,GPU_Display,Low GPU performance after driver update,Low_Perf,Artifacts appear during video playback or games (Low_Perf),Faulty GPU hardware or BIOS incompatibility,Test with another GPU or onboard graphics to isolate hardware fault,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-053,GPU_Display,Video stuttering or frame drops,Stuttering,Screen freezes and driver resets (Video stuttering or frame drops),Thermal throttling due to dust/poor cooling,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-054,GPU_Display,Video stuttering or frame drops,Stuttering,Screen freezes and driver resets (Video stuttering or frame drops),Insufficient power or failing PSU,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-055,GPU_Display,Video stuttering or frame drops,Stuttering,Artifacts appear during video playback or games (Stuttering),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Rollback driver to previously stable version if recent update caused issues,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-056,GPU_Display,Visual artifacts or flickering,Artifacting,Artifacts appear during video playback or games (Artifacting),Insufficient power or failing PSU,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-057,GPU_Display,VRAM read/write errors,VRAM_Error,Screen freezes and driver resets (VRAM read/write errors),Insufficient power or failing PSU,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-058,GPU_Display,GPU driver timeout (TDR),VIDEO_TDR_FAILURE,Artifacts appear during video playback or games (VIDEO_TDR_FAILURE),Outdated or corrupt GPU driver,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-059,GPU_Display,Driver crash with code,Driver_Crash,No signal to monitor after GPU init (Driver crash with code),Insufficient power or failing PSU,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-060,GPU_Display,Driver crash with code,Driver_Crash,No signal to monitor after GPU init (Driver crash with code),Thermal throttling due to dust/poor cooling,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-061,GPU_Display,Visual artifacts or flickering,Artifacting,No signal to monitor after GPU init (Visual artifacts or flickering),Insufficient power or failing PSU,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-062,GPU_Display,Video stuttering or frame drops,Stuttering,No signal to monitor after GPU init (Video stuttering or frame drops),Insufficient power or failing PSU,Test with another GPU or onboard graphics to isolate hardware fault,Rollback driver to previously stable version if recent update caused issues,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-063,GPU_Display,Low GPU performance after driver update,Low_Perf,No signal to monitor after GPU init (Low GPU performance after driver update),Thermal throttling due to dust/poor cooling,Test with another GPU or onboard graphics to isolate hardware fault,Rollback driver to previously stable version if recent update caused issues,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-064,GPU_Display,Low GPU performance after driver update,Low_Perf,Screen freezes and driver resets (Low GPU performance after driver update),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Rollback driver to previously stable version if recent update caused issues,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-065,GPU_Display,Visual artifacts or flickering,Artifacting,Artifacts appear during video playback or games (Artifacting),Outdated or corrupt GPU driver,Rollback driver to previously stable version if recent update caused issues,Test with another GPU or onboard graphics to isolate hardware fault,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-066,GPU_Display,Video stuttering or frame drops,Stuttering,Screen freezes and driver resets (Video stuttering or frame drops),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-067,GPU_Display,Black screen on boot or during gaming,Black_Screen,Artifacts appear during video playback or games (Black_Screen),Thermal throttling due to dust/poor cooling,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Check power connectors; ensure PSU meets GPU requirements,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-068,GPU_Display,Low GPU performance after driver update,Low_Perf,No signal to monitor after GPU init (Low GPU performance after driver update),Outdated or corrupt GPU driver,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-069,GPU_Display,Video stuttering or frame drops,Stuttering,Screen freezes and driver resets (Video stuttering or frame drops),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-070,GPU_Display,Driver crash with code,Driver_Crash,Screen freezes and driver resets (Driver crash with code),Outdated or corrupt GPU driver,Test with another GPU or onboard graphics to isolate hardware fault,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-071,GPU_Display,Driver crash with code,Driver_Crash,Artifacts appear during video playback or games (Driver_Crash),Insufficient power or failing PSU,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-072,GPU_Display,HDCP handshake failure on protected content,HDCP_Error,No signal to monitor after GPU init (HDCP handshake failure on protected content),Thermal throttling due to dust/poor cooling,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
